HOST_NAME,MAX(HOST_LISTINGS_COUNT),AVG(REVIEW_SCORES_RATING)
Luxury Suites Sarphatihouse,1,100.000000
Geer,1,100.000000
Tita,1,98.000000
Evaristo,1,100.000000
Lukasz,1,99.000000
Talisa,1,100.000000
Fimke,1,90.000000
Av,1,100.000000
Aurian,1,93.000000
Ginte,1,92.000000
Alwinkuiken,1,
Willy,1,99.333333
Djordy,1,90.000000
Marlie & Kjell,1,95.000000
Jan Jaap,1,96.000000
Bogy,1,98.000000
Paul & Marieke,1,90.000000
Franz,1,97.000000
Ilonka,1,96.000000
Sanguita,1,80.000000
Sally,1,100.000000
Timo & Louelle,1,95.000000
Araliya,1,92.000000
Adrienne,1,98.000000
Babs En Felix,1,97.000000
Anoes & Remy,1,97.000000
Tunya,1,
Estanislao,1,96.000000
Douwe,1,97.750000
Emelie,1,98.666667
Tim&Lisa,1,
Charis,1,92.000000
Ferdinand,1,93.000000
Jur,1,98.000000
Ries,1,93.000000
Ronne,1,97.000000
Caj,1,89.000000
Zola,1,96.000000
Mirthe  &   Aranka,1,97.000000
Anne & Ed,1,96.000000
Ika,1,90.000000
Hilbrand,1,98.000000
Tan,1,100.000000
Stéphanie,1,92.500000
Mitzi,1,96.000000
Dimitri,1,100.000000
Rosemary,1,95.000000
Irini,1,60.000000
Luke And Elien,1,93.000000
Marita,1,93.000000
Sita,1,96.000000
Victoire,1,93.000000
Bas & Elleke,1,96.000000
Cécile,1,91.666667
Quinten,1,91.000000
Jaap & Kim,1,98.000000
Jan Hendrik,1,98.500000
Ayden,1,96.000000
Charl,1,
Ozlem,1,97.000000
Claire & Daan,1,98.000000
Neddo,1,99.000000
Ceryl,1,92.000000
Floriaan,1,100.000000
Siem,1,92.500000
Karlien,1,98.500000
Berendien,1,100.000000
Wouter En Marjan,1,60.000000
Andries,1,100.000000
Björn,1,100.000000
Chrisdy,1,70.000000
Doug & Mio,1,98.000000
Wing,1,94.500000
Etienne,1,95.000000
Jerry,1,95.500000
Andreia,1,99.000000
JanWillem,1,95.000000
Georgi,1,95.000000
Gang,1,100.000000
Menne,1,88.000000
Titus And Maarten,1,92.000000
Folkert,1,87.500000
Mecheline,1,87.000000
Stefan & Chantal,1,100.000000
Johanna-Indigo,1,90.000000
Bart-Jan,1,91.500000
Rajat,1,
David & Linh,1,94.000000
Caterina,1,98.000000
Egbert,1,98.000000
Alwin,1,
Annelot,1,96.400000
Roxane,1,100.000000
Rochelle,1,97.000000
Jelka,1,90.000000
Samora,1,88.000000
Janna,1,99.000000
Jorinde,1,94.000000
Esmee,1,100.000000
Sjef,1,97.500000
Kara,1,92.000000
Ward & Ilse,1,90.000000
Sjoerd & Kelly,1,99.000000
Lilly,1,98.000000
Colin,1,98.000000
Nitya,1,90.000000
Vika&Maria,1,95.000000
Sorah,1,
Gijs & Carina,1,96.000000
Lucyna,1,80.000000
Pernille,1,100.000000
Arco,1,100.000000
Charles&Yochi,1,78.000000
Anirudh,1,
T.J.,1,96.000000
Florentine & Lars,1,100.000000
Silvia & Vaniek,1,96.000000
K,1,94.000000
Yvon,1,97.000000
Junaid,1,99.000000
Nicoline,1,96.000000
Rai & Clo,1,97.000000
Averechts,1,95.000000
Kamiel,1,97.500000
Cornelia,1,97.250000
Aafje,1,98.333333
Lennart,1,93.000000
Carolien & Marcel,1,96.000000
Frederika,1,96.000000
Lloyd,1,100.000000
Hilary,1,97.000000
Katarzyna,1,97.000000
Aleta,1,100.000000
Chanlika,1,94.000000
Catriona,1,100.000000
Athena,1,100.000000
Xiaohu,1,98.000000
Bernou,1,
Gizem,1,98.000000
Hans En Monique,1,
Saida,1,100.000000
Merijn,1,95.000000
Giles,1,80.000000
Heidy,1,94.000000
Steff,1,100.000000
Isabeau,1,97.000000
Brice,1,100.000000
Emanuel & Sabrina,1,98.000000
Djoe Lan,1,
Huseyin,1,98.500000
Hanno & Muriel,1,100.000000
Tijl,1,
Katja,1,93.375000
Josephine,1,95.285714
J & R,1,95.000000
Tanne,1,90.000000
Edger,1,91.000000
Angela,1,96.700000
Arija,1,96.000000
Kees,1,92.692308
Wouter And Martine,1,99.000000
Samira,1,94.000000
Koos,1,95.750000
Vicente,1,97.000000
Derk,1,96.428571
Dinos,1,92.000000
Jitske,1,93.500000
Hajnalka,1,96.000000
Gauke,1,
Chiara & Family,1,96.000000
Marianna,1,96.666667
Kris,1,98.500000
Rosa,1,94.666667
Lucas,1,93.600000
Ayla & Jake,1,98.000000
Johanna,1,94.777778
Asdis,1,97.000000
Toñi,1,100.000000
Corry,1,97.000000
Ned,1,91.000000
Lore,1,95.000000
Claartje,1,92.500000
Mathi,1,95.000000
Anne-Cecile & Jeroen,1,96.000000
Zahira & Dheera,1,98.000000
Marijn,1,97.437500
Mercedes,1,94.333333
Cherille,1,89.000000
Mw,1,92.000000
Kaya,1,98.000000
Hannes,1,94.500000
Luca And Aldo,1,94.000000
Mar,1,98.000000
Carinia,1,94.000000
Mara,1,93.500000
Diewert,1,95.000000
Ingmar,1,97.000000
Bart & Sharon,1,99.000000
Deirdre,1,96.500000
Keke,1,96.000000
Elco,1,99.000000
Jonne & Sjors,1,100.000000
Yaël,1,
Diego & Petra,1,93.000000
Casper&Nina,1,100.000000
Ugo,1,97.000000
Phillip,1,66.000000
Micah,1,96.000000
Rory,1,100.000000
Marwan,1,97.000000
Kira,1,94.000000
Hasse,1,94.000000
Rosen,1,99.000000
Sigrid,1,91.333333
Maribel,1,100.000000
Mares,1,100.000000
Anice,1,98.000000
Emilia,1,95.500000
Niall,1,100.000000
Jappe,1,
Alies,1,
Erik & Anne,1,100.000000
Gernot,1,90.000000
Hariatie,1,99.000000
Itay,1,91.666667
E.B.,1,100.000000
Aida,1,100.000000
Susana,1,95.000000
Amir,1,90.000000
Roxy,1,99.000000
Carm,1,91.000000
Lorenna P.,1,
Kylie,1,93.000000
Timi,1,100.000000
Holly,1,95.000000
J.D,1,95.000000
Ines & Erik,1,91.000000
Jette,1,100.000000
Selien,1,100.000000
Marrilou,1,100.000000
Paoula,1,93.000000
Alena,1,
Sydney,1,95.000000
Masami,1,95.000000
Sang,1,
Loft West,1,
IJsbrand,1,96.000000
Mertcan,1,95.000000
Josephin,1,100.000000
Jantine & Max,1,100.000000
Szilvia,1,85.000000
Died,1,96.000000
Sandeep,1,95.000000
Alexa,1,100.000000
Rakesh,1,92.000000
Robbert Dirk,1,89.000000
Turner,1,100.000000
Ari,1,97.500000
Valeriya & Jason,1,96.000000
Nikky Alice,1,90.000000
Emy,1,100.000000
Antonella,1,99.000000
Josef,1,99.000000
Brechje & Joost,1,96.000000
M & R,1,100.000000
Eszter,1,70.000000
Daniel & Sanne,1,100.000000
Rickwin,1,98.000000
Fares,1,89.000000
Lidija,1,98.000000
Klaas En Yora,1,100.000000
Erwan,1,100.000000
Kathelijne,1,100.000000
Lattie & Ralph,1,96.000000
Herbert,1,96.000000
Iki,1,94.000000
Samo,1,93.000000
Önder,1,100.000000
Zelah,1,100.000000
Peter Bas,1,98.000000
Sara Rosa,1,98.000000
Pulkit,1,
Sapna,1,93.500000
Miranda & Nico,1,99.000000
Jake,1,96.666667
Sonny,1,93.333333
Merten,1,98.000000
Matteo And Mette,1,93.000000
Jan-Jaap,1,100.000000
Nauman,0,100.000000
Romke,0,99.000000
Allon,0,
Guy & Lior,0,100.000000
